age,weight_kg,height_m,bmi,bmi_calc,fat_percentage,water_intake_liters,lean_mass_kg,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,experience_level,sets,reps,cal_balance,difficulty_level_enc,intensity_of_burn_enc,gender_Male,workout_type_HIIT,workout_type_Strength,workout_type_Yoga,body_part_Arms,body_part_Back,body_part_Chest,body_part_Forearms,body_part_Legs,body_part_Shoulders
20,101.15,1.95,26.6,26.60092044707429,28.780928722604628,3.1,72.03809059708543,171.07,131.09,69.06,0.98,971.96,1.02,4.0,18.06,1502.04,1,3,True,False,True,False,False,False,False,True,False,False
55,125.59,1.8,38.76,38.76234567901234,35.0,2.7,81.6335,188.91,130.62,73.04,1.26,1358.53,1.98,4.02,21.03,1916.47,0,3,True,False,True,False,False,False,True,False,False,False
51,85.64,1.82,25.85,25.85436541480497,27.412598916978776,3.51,62.16385028749937,174.21,153.79,57.2,1.78,2545.4,3.0,4.01,22.08,-301.4000000000001,0,2,True,True,False,False,False,True,False,False,False,False
30,62.58,1.62,23.85,23.84545038866026,23.569909498361845,2.69,47.82995063592516,167.96,169.09,73.97,1.56,2229.08,2.99,4.02,16.98,-423.0799999999999,2,1,False,True,False,False,False,False,False,False,False,False
32,102.38,1.98,26.11,26.11468217528824,31.939267272767427,2.82,69.68057816614069,168.18,119.76,60.74,1.24,1338.08,1.99,4.99,22.99,1202.92,0,1,False,False,True,False,True,False,False,False,False,False
41,66.52,1.69,23.29,23.290501032877003,26.596931821738128,3.4,48.8277209521798,186.87,143.08,67.77,0.76,501.14,1.0,4.98,21.95,1318.86,2,2,False,False,False,True,False,False,True,False,False,False
20,93.37,1.73,31.2,31.19716662768552,28.915940535762527,3.6,66.37118632175854,186.57,145.75,72.08,1.01,998.99,1.0,3.99,24.03,1430.01,1,3,False,False,True,False,True,False,False,False,False,False
39,56.05,1.79,17.49,17.49321182235261,17.94938859487919,2.7,45.98936769257021,197.6,153.15,56.83,1.8,1404.0,3.0,4.0,17.93,436.0,1,0,False,False,False,True,False,False,False,False,False,True
38,55.69,1.71,19.05,19.045176293560413,21.548067321256013,2.69,43.68988130879252,184.21,147.51,58.96,1.95,2283.26,3.01,3.98,15.05,-716.2600000000002,2,1,True,False,True,False,False,False,True,False,False,False
56,53.02,1.64,19.71,19.71296847114813,19.102880799256777,2.29,42.89165260023406,169.22,155.52,52.93,1.1,1055.12,1.99,3.98,17.96,392.8800000000001,2,2,False,False,False,False,False,False,False,True,False,False
42,95.9,1.85,28.02,28.02045288531775,29.21838104548121,3.36,67.87957257738353,186.06,156.63,64.31,1.28,1545.98,1.0,4.01,21.99,1090.02,1,3,True,True,False,False,False,True,False,False,False,False
54,52.56,1.68,18.62,18.62244897959184,24.03281517535869,3.02,39.92835234383148,180.31,166.9,50.23,0.76,751.72,1.0,4.0,22.92,827.28,1,3,False,False,True,False,True,False,False,False,False,False
20,101.21,1.84,29.89,29.89425803402646,30.840280745992704,3.31,69.99655185698079,180.74,131.64,50.09,1.3,1144.0,1.0,4.01,20.05,1403.0,0,3,True,False,False,False,False,False,False,False,False,True
58,75.1,1.78,23.7,23.702815301098344,29.093555963434007,2.49,53.25073947146105,160.71,140.21,62.79,1.05,1133.06,1.99,4.02,22.0,1063.94,2,2,True,False,True,False,False,False,False,False,False,True
36,48.54,1.68,17.2,17.19812925170068,20.88594413163317,1.59,38.40196271850526,194.17,143.83,56.14,1.23,809.59,1.0,4.99,21.96,531.41,0,0,True,False,False,True,False,False,False,True,False,False
40,53.08,1.61,20.48,20.47760503067011,21.9737203860681,3.29,41.41634921907505,197.96,127.74,70.05,0.87,765.6,1.0,4.01,23.04,642.4,2,2,False,False,False,False,False,False,False,False,False,True
27,87.41,1.63,32.9,32.89924347924273,35.0,3.53,56.8165,183.03,135.0,73.65,1.75,1818.6,2.99,3.98,23.03,674.4000000000001,0,3,True,False,False,False,False,True,False,False,False,False
22,108.48,1.92,29.43,29.427083333333336,27.89400645353449,3.49,78.22058179920579,197.07,134.28,50.12,0.9,890.19,1.0,4.99,20.04,1955.81,1,2,True,False,True,False,False,False,False,False,True,False
40,72.57,1.6,28.35,28.34765625,31.73497200609348,1.9,49.53993081517796,173.18,130.1,67.11,0.87,1053.66,1.01,3.98,18.03,888.3399999999999,0,2,False,True,False,False,False,True,False,False,False,False
39,68.56,1.99,17.31,17.31269412388576,24.537805642908587,2.41,51.73688045122188,179.89,148.4,51.19,1.16,1114.53,2.01,4.01,18.92,778.47,1,3,True,False,False,False,False,False,False,False,False,True
20,93.74,1.73,31.32,31.320792542350222,34.11313966089915,3.6,61.76234288187313,186.07,146.18,72.05,1.0,880.0,1.0,4.02,24.1,1609.0,0,3,True,False,False,False,False,False,False,True,False,False
59,88.47,1.76,28.56,28.56082128099173,30.501671135212263,2.98,61.48517154667771,187.02,167.74,74.18,1.35,1782.0,2.0,3.99,20.13,485.0,0,1,True,True,False,False,False,True,False,False,False,False
56,81.51,1.69,28.54,28.538916704597185,29.92333186375881,3.39,57.11949219785019,188.07,155.09,63.08,1.15,1104.0,2.0,4.02,15.01,1203.0,1,1,True,False,False,False,False,False,False,False,False,False
34,100.72,1.63,37.91,37.90884113064097,35.0,3.11,65.468,160.82,163.41,59.06,1.1,1088.01,1.0,3.99,20.04,1525.99,0,3,True,False,True,False,False,True,False,False,False,False
53,51.56,1.7,17.84,17.840830449826992,21.66664690802117,3.5,40.388676854224286,174.94,151.87,71.77,1.15,827.31,1.99,4.0,8.04,764.69,2,0,False,False,False,True,False,False,False,True,False,False
50,108.52,1.78,34.25,34.25072591844464,35.0,3.32,70.538,182.18,156.8,63.81,0.54,652.21,1.0,4.99,19.0,2304.79,2,1,False,True,False,False,False,False,False,False,True,False
57,44.16,1.75,14.42,14.419591836734693,17.463498058910215,1.69,36.44811925718525,180.63,160.01,72.68,1.39,918.23,1.01,5.01,19.99,342.77,0,1,True,False,False,True,False,False,True,False,False,False
48,115.0,1.86,33.24,33.240837090993175,35.0,3.58,74.75,175.03,141.0,56.12,1.36,1645.6,1.0,5.0,23.95,1319.4,2,2,False,True,False,False,False,False,False,False,False,True
43,53.07,1.59,20.99,20.99204936513587,23.79519510754803,2.51,40.44188995642426,186.93,135.99,71.98,0.82,992.2,1.0,4.0,17.01,472.8,0,0,False,True,False,False,False,True,False,False,False,False
51,70.64,1.58,28.3,28.29674731613523,28.76300388799961,1.99,50.32181405351707,181.24,164.37,67.27,1.02,1347.52,2.01,4.0,15.98,584.48,2,2,True,True,False,False,False,False,True,False,False,False
41,63.65,1.59,25.18,25.17701040306949,25.04555628427377,2.72,47.70850342505975,162.0,153.24,55.21,1.84,1913.6,3.0,5.01,17.85,-36.59999999999991,1,0,False,False,False,False,False,False,True,False,False,False
56,85.55,1.69,29.95,29.953433003046115,25.751157817995946,3.49,63.51988448670446,188.62,132.86,50.05,1.77,2533.05,3.01,4.98,24.02,-134.05000000000018,2,1,False,True,False,False,False,False,False,True,False,False
44,71.6,1.68,25.37,25.368480725623584,29.72547224863982,1.61,50.31656186997389,172.05,144.29,63.05,1.37,1656.19,1.0,5.03,15.08,238.81,1,3,False,True,False,False,False,False,False,False,False,False
38,102.25,1.94,27.17,27.1681368902115,27.398205693357696,2.42,74.23533467854176,191.75,134.51,49.98,0.89,586.87,1.0,5.0,21.98,2045.13,0,3,False,False,False,True,False,False,False,False,False,False
43,113.19,1.83,33.8,33.79915793245543,34.03964755455553,2.92,74.66052293299859,161.14,133.87,62.92,1.45,1914.0,2.0,2.99,10.11,1106.0,1,0,True,True,False,False,False,False,True,False,False,False
20,93.65,1.73,31.29,31.29072137391828,33.65786915602977,3.62,62.12940553537812,186.05,145.94,71.94,0.99,980.99,1.01,3.98,23.91,1480.01,2,3,False,False,True,False,False,True,False,False,False,False
51,44.84,1.63,16.88,16.876811321464867,21.37334715235468,2.1,35.25619113688416,197.89,136.85,69.02,1.09,1044.66,1.98,5.02,18.07,472.3399999999999,0,1,False,False,False,False,False,True,False,False,False,False
43,94.31,1.84,27.86,27.8562145557656,26.32019794153085,3.08,69.48742132134227,169.64,119.9,66.96,1.26,1661.81,1.99,5.01,21.01,1022.19,1,0,True,True,False,False,False,True,False,False,False,False
52,56.61,1.59,22.39,22.392310430758275,25.64492374682225,2.01,42.09240866692392,199.14,163.85,64.78,1.48,1420.8,2.0,4.01,23.89,-53.79999999999996,1,0,False,False,False,False,False,True,False,False,False,False
31,79.0,1.71,27.02,27.01685988851271,30.34645866988606,2.5,55.02629765079001,177.03,121.33,58.84,1.49,1430.4,2.0,4.02,16.15,699.5999999999999,2,2,True,False,False,False,False,False,False,True,False,False
51,86.47,1.8,26.69,26.68827160493827,29.583341648852365,3.51,60.88928447623736,190.19,136.14,66.08,1.72,2012.4,3.0,5.0,21.08,655.5999999999999,1,3,True,False,True,False,False,True,False,False,False,False
28,87.29,1.89,24.44,24.4366059180874,23.58139723245141,3.5,66.70579835579318,199.02,136.72,53.93,1.75,2049.07,3.01,5.0,20.12,506.92999999999984,1,3,True,False,True,False,False,False,True,False,False,False
38,71.25,1.88,20.16,20.159008601177003,24.862944904031863,2.19,53.535151755877294,198.43,147.14,50.83,0.56,491.01,1.0,4.99,20.08,1279.99,0,3,False,False,False,False,False,False,False,False,True,False
52,73.49,1.76,23.72,23.72481921487603,27.24544154243889,2.8,53.46732501046166,169.03,150.69,69.9,1.09,784.8,2.0,5.0,23.97,1269.2,2,3,False,False,False,True,True,False,False,False,False,False
56,129.49,1.95,34.05,34.05391190006575,31.239593951128,3.48,89.03784979268436,159.9,129.09,65.9,1.0,881.6,1.02,3.98,24.02,2385.4,1,3,False,False,False,False,False,False,True,False,False,False
57,81.9,1.86,23.67,23.6732570239334,26.05336561886473,3.49,60.56229355814979,161.71,144.78,70.08,1.8,1872.0,3.0,5.0,21.04,475.0,1,1,False,False,False,False,False,False,False,False,True,False
28,55.18,1.52,23.88,23.88331024930748,22.39357580942626,2.0,42.823224868358594,172.03,122.59,72.13,1.47,1295.95,1.02,4.98,20.98,430.05,2,2,False,False,False,False,False,True,False,False,False,False
42,53.79,1.72,18.18,18.182125473228773,20.132971160850744,2.29,42.96047481257838,173.13,159.81,71.1,1.03,1360.73,2.01,3.98,22.0,94.26999999999998,1,0,True,True,False,False,True,False,False,False,False,False
35,58.97,1.66,21.4,21.40005806357962,23.265069672150688,3.2,45.25058841433274,196.97,161.26,58.88,1.3,858.78,1.01,3.98,16.94,751.22,1,0,False,False,False,True,False,False,True,False,False,False
20,120.19,1.73,40.16,40.1583748204083,35.0,3.39,78.1235,186.41,152.4,66.87,1.0,1317.8,1.98,5.0,19.93,1906.2,1,2,False,True,False,False,False,False,False,False,True,False
52,74.57,1.63,28.07,28.06654371636117,25.21106410088305,3.7,55.770109499971504,174.5,149.98,49.82,1.25,1645.88,1.97,4.01,15.01,294.1199999999999,0,0,True,True,False,False,False,False,False,False,False,False
34,54.74,1.52,23.69,23.69286703601108,26.71682070780208,2.2,40.11521234454914,190.02,131.9,59.98,1.13,1366.06,1.0,5.01,24.99,56.940000000000055,0,1,False,True,False,False,False,False,False,False,False,True
44,57.82,1.7,20.01,20.006920415224915,22.018691549344847,1.98,45.08879254616881,167.97,159.9,53.07,0.95,626.43,1.0,5.0,20.92,1074.5700000000002,0,0,False,False,False,True,True,False,False,False,False,False
39,68.6,1.99,17.32,17.322794878917197,20.02404513448103,2.41,54.86350503774601,179.84,149.07,51.08,1.16,836.59,2.02,4.01,19.12,946.41,1,3,True,False,False,True,False,False,False,False,False,True
42,52.26,1.59,20.67,20.671650646730743,22.263863884873864,2.5,40.62490473376492,186.84,135.96,71.99,0.82,808.85,1.0,3.99,17.1,651.15,0,0,False,False,True,False,False,False,False,True,False,False
53,73.17,1.55,30.46,30.45577523413111,29.12515188192583,2.09,51.85912636799487,193.94,153.3,72.05,1.17,1544.4,2.0,3.99,14.84,590.5999999999999,2,3,True,True,False,False,False,False,False,False,False,False
38,57.24,1.56,23.52,23.520710059171595,27.813105640536424,2.7,41.31977833135695,184.98,132.03,53.99,1.63,1911.5,3.03,4.99,14.97,-96.5,1,1,True,False,True,False,False,False,False,True,False,False
18,48.63,1.52,21.05,21.048303324099724,24.018091495307395,1.59,36.95000210583202,186.0,136.09,55.87,0.97,854.38,1.01,3.99,15.01,374.62,1,3,True,False,False,False,False,False,False,False,True,False
57,59.4,1.59,23.5,23.495906016375933,23.730526497826176,2.72,45.30406726029125,165.53,164.84,55.98,1.98,2320.16,3.02,4.01,16.01,-507.1599999999999,0,2,False,False,True,False,False,False,False,False,True,False
37,56.31,1.6,22.0,21.99609375,24.81990681179036,1.92,42.33391047428085,180.12,142.22,53.05,1.21,1162.57,2.01,4.0,19.09,443.43000000000006,0,0,False,False,False,False,False,False,True,False,False,False
21,63.33,1.54,26.7,26.703491313880924,27.085925906953182,2.41,46.17648312312655,191.21,154.89,53.21,1.02,1098.85,1.97,4.0,17.98,708.1500000000001,1,3,True,False,True,False,True,False,False,False,False,False
32,68.2,1.75,22.27,22.26938775510204,23.991507643991817,1.7,51.83779178679758,177.31,149.44,70.73,0.85,1027.56,1.0,5.0,14.86,844.44,0,3,False,True,False,False,False,False,False,False,False,True
21,61.35,1.57,24.89,24.889447847782872,24.129496198728937,2.73,46.546554082079794,190.76,152.38,64.0,1.93,2007.2,3.0,4.97,24.08,-312.20000000000005,0,0,True,False,False,False,False,True,False,False,False,False
28,67.31,1.7,23.29,23.29065743944637,23.1973436789896,2.92,51.6958679696721,189.63,149.86,60.13,0.75,660.6,1.01,4.02,24.11,1125.4,0,0,True,False,False,False,False,False,False,False,False,False
22,71.4,1.77,22.79,22.79038590443359,23.254475500241377,1.79,54.79630449282766,196.67,157.86,55.93,1.49,983.4,1.0,4.0,18.99,1048.6,2,1,True,False,False,True,False,True,False,False,False,False
41,73.42,1.62,27.98,27.975918305136407,30.772696246651563,2.0,50.82668641570842,174.99,138.98,66.91,1.17,1261.49,1.98,4.0,21.99,844.51,0,1,True,False,True,False,False,False,True,False,False,False
48,57.56,1.51,25.24,25.24450681987632,25.66109102100404,2.08,42.78947600831008,185.05,126.29,51.87,1.36,1468.8,2.0,5.01,22.97,282.20000000000005,1,0,False,False,True,False,False,False,False,False,False,True
25,123.18,1.99,31.11,31.10527511931517,28.88059566686053,2.6,87.6048822575612,179.66,120.92,71.95,1.13,993.5,1.0,5.0,21.02,2202.5,0,3,True,False,False,False,False,True,False,False,False,False
33,53.43,1.66,19.39,19.38960661924808,22.177907534416416,2.49,41.58034400436131,190.79,129.31,72.08,1.25,825.75,1.01,4.0,24.01,678.25,2,2,True,False,False,True,False,False,False,True,False,False
22,58.87,1.72,19.9,19.89926987560844,21.54816995753325,1.6,46.18459234600017,172.73,128.26,63.08,1.0,1078.2,1.98,4.0,23.03,445.8,0,0,True,False,True,False,False,True,False,False,False,False
37,77.29,1.57,31.36,31.35624163252059,30.310640637091,2.3,53.862905851592366,199.64,130.11,53.09,0.74,651.2,1.0,5.02,23.89,1167.8,1,2,False,False,False,False,False,False,False,False,True,False
41,71.27,1.96,18.55,18.55216576426489,19.561970812473987,2.51,57.32818340194979,162.02,167.37,51.05,0.5,330.6,1.02,5.0,25.05,1780.4,1,1,False,False,False,True,False,False,False,True,False,False
20,102.17,1.84,30.18,30.17781190926276,34.6758661832693,3.31,66.74166752055376,180.83,132.12,50.07,1.31,1152.8,1.0,4.0,19.9,1553.2,2,3,False,False,False,False,False,False,True,False,False,False
43,54.87,1.82,16.57,16.56502837821519,17.660056289840654,2.0,45.17992711376443,160.06,124.01,66.01,1.08,1309.18,1.02,4.99,18.94,118.81999999999994,1,0,True,True,False,False,False,False,False,False,True,False
54,86.67,1.76,27.98,27.97972623966942,29.61957009647197,3.39,60.99871859738774,188.89,158.02,67.96,1.49,1966.8,2.0,5.0,17.0,494.2000000000001,0,0,False,True,False,False,False,False,False,False,True,False
49,101.86,1.67,36.52,36.523360464699344,35.0,2.9,66.209,191.82,127.15,57.02,0.54,356.4,1.0,4.98,18.01,2288.6,2,0,True,False,False,True,False,False,False,False,False,False
53,56.69,1.75,18.51,18.511020408163265,20.43280541389424,2.7,45.10664261086336,196.15,154.54,66.01,1.76,2512.93,2.98,4.0,23.03,-944.9299999999998,2,2,False,True,False,False,False,True,False,False,False,False
40,51.47,1.82,15.54,15.538582296824051,19.55595629894069,2.99,41.40454929293522,160.58,159.98,71.07,0.89,587.4,1.0,5.0,22.01,722.6,2,1,True,False,False,True,False,False,False,False,False,False
57,76.56,1.86,22.13,22.129725979882064,23.449102585505592,2.81,58.60736706053692,172.84,141.29,54.84,1.15,1104.0,2.0,4.01,16.18,1133.0,2,2,False,False,False,False,False,True,False,False,False,False
42,46.48,1.77,14.84,14.836094353474415,17.4769503199089,2.61,38.35671349130634,184.37,139.44,63.04,0.61,403.7,1.03,4.99,15.13,736.3,2,0,True,False,False,True,False,False,False,True,False,False
21,98.1,1.88,27.76,27.755771842462654,27.76407376103478,2.2,70.86344364042488,193.89,134.99,71.15,0.53,525.18,1.01,4.99,17.0,1957.82,2,3,False,False,True,False,False,True,False,False,False,False
22,80.91,1.85,23.64,23.640613586559528,22.255527505069587,3.5,62.9030526956482,194.38,149.9,74.01,1.61,1255.8,3.0,5.01,17.05,900.2,0,2,True,False,False,True,False,False,True,False,False,False
42,65.01,1.65,23.88,23.87878787878788,25.071685139742137,2.79,48.71089749065364,161.19,165.31,67.19,1.1,1186.02,1.98,5.02,21.9,577.98,2,3,False,False,True,False,False,True,False,False,False,False
24,72.81,1.76,23.51,23.505294421487605,23.34176044689169,1.5,55.81486421861816,175.19,127.01,67.87,0.85,561.0,1.0,3.99,20.99,1423.0,1,3,False,False,False,True,False,True,False,False,False,False
24,62.84,1.65,23.08,23.081726354453632,26.378564546404007,2.21,46.26371003903972,174.05,141.93,60.86,1.19,1046.25,1.0,4.99,17.97,652.75,2,3,True,False,False,False,False,False,False,False,False,False
23,59.25,1.51,25.99,25.985702381474496,30.213348964033987,2.5,41.34859073880987,186.99,156.85,67.81,1.05,1272.81,1.02,3.02,11.89,274.19000000000005,1,0,False,True,False,False,False,False,False,False,False,True
40,69.31,1.5,30.8,30.80444444444445,31.63426867832963,1.89,47.38428837904973,188.72,141.01,64.19,1.26,1360.8,2.0,2.98,11.86,647.2,1,0,False,False,True,False,False,False,False,True,False,False
53,69.0,1.97,17.78,17.779381071400962,19.84919585115711,2.1,55.3040548627016,194.24,138.94,69.19,1.3,1248.0,2.0,4.0,16.02,813.0,2,3,False,False,False,False,False,False,False,False,True,False
45,85.06,1.86,24.59,24.58665741704243,24.20372856275865,3.5,64.4723084845175,185.69,135.65,65.95,1.64,1278.22,2.99,2.99,12.09,1137.78,1,0,False,False,False,True,False,False,False,True,False,False
59,50.11,1.95,13.18,13.178172255095332,17.64557120371176,3.4,41.26780426982003,188.31,166.41,55.23,1.06,931.95,1.0,5.0,16.09,730.05,1,0,True,False,False,False,False,False,True,False,False,False
40,82.18,1.79,25.65,25.648388002871325,27.87385551642897,3.51,59.27326553659868,184.8,138.89,61.11,1.69,1319.21,3.01,4.98,14.9,795.79,2,1,True,False,False,True,False,False,True,False,False,False
45,41.15,1.58,16.48,16.48373658067617,20.390926689008925,2.59,32.759133667472824,195.0,168.13,70.89,1.47,971.96,1.02,4.0,24.94,275.04,2,1,True,False,False,True,False,False,False,False,False,True
21,96.29,1.63,36.24,36.2414844367496,35.0,2.41,62.5885,180.16,162.58,62.19,1.36,1471.25,2.02,4.01,23.93,1180.75,1,2,False,False,True,False,True,False,False,False,False,False
42,108.65,1.73,36.3,36.30258277924421,35.0,2.19,70.6225,174.13,150.0,65.91,1.32,871.99,1.01,3.99,24.99,1811.01,1,2,True,False,False,True,False,False,False,False,False,True
32,41.11,1.63,15.47,15.4729195679175,19.02753493548867,1.51,33.28778038802061,181.14,147.5,65.97,1.07,1028.91,2.02,5.01,22.92,40.08999999999992,1,2,False,False,False,False,False,False,False,False,False,False
45,58.16,1.53,24.85,24.84514502968944,23.218797818398944,2.69,44.65594718881918,196.37,140.23,61.97,1.83,1901.74,2.99,4.0,16.04,-97.74,2,0,False,False,False,False,False,False,False,False,True,False
30,62.72,1.67,22.49,22.48915342966761,26.100321186796624,2.58,46.34987855164116,164.07,162.08,70.01,1.02,1100.68,1.99,5.01,20.2,682.3199999999999,2,3,False,False,True,False,True,False,False,False,False,False
32,126.46,1.83,37.76,37.76165308011585,35.0,2.1,82.199,197.53,146.27,61.93,1.1,1056.88,2.01,5.0,17.89,2226.12,1,3,False,False,False,False,False,False,False,False,False,False
57,75.84,1.63,28.54,28.54454439384245,30.36279985249955,2.32,52.81285259186435,161.12,131.2,60.13,0.69,455.4,1.0,4.0,17.94,1697.6,1,0,False,False,False,True,True,False,False,False,False,False
27,88.87,1.98,22.67,22.668605244362823,24.89407880273013,3.5,66.74663216801373,161.28,152.88,52.97,1.79,1395.13,2.99,3.99,23.94,1161.87,2,0,True,False,False,True,False,False,True,False,False,False
44,80.97,1.75,26.44,26.439183673469387,25.789969670661147,3.49,60.08786155766568,183.14,130.78,54.02,1.7,2427.26,2.98,3.98,22.14,-113.26000000000022,1,3,False,True,False,False,False,False,True,False,False,False
47,73.32,1.61,28.29,28.28594575826549,29.293056062634854,3.58,51.84233129487612,172.13,120.69,63.09,1.35,1783.48,2.01,4.01,20.12,159.51999999999998,0,1,True,True,False,False,False,True,False,False,False,False
48,58.01,1.99,14.65,14.648619984343828,18.595738426397595,3.12,47.22261213884676,182.53,161.37,67.06,0.94,619.27,1.0,5.0,24.02,1064.73,2,2,True,False,False,True,False,True,False,False,False,False
21,100.07,1.95,26.32,26.31689677843524,29.414540053766903,3.1,70.63486976819546,170.96,130.87,68.76,0.97,639.04,1.0,3.99,18.09,1885.96,2,3,False,False,False,True,True,False,False,False,False,False
18,60.41,1.59,23.9,23.89541552944899,22.616034566827658,2.2,46.74765351817941,183.94,127.98,52.84,1.12,986.5,1.01,3.01,7.94,705.5,0,0,False,False,False,False,False,True,False,False,False,False
48,52.61,1.66,19.09,19.0920307736972,24.12841450227769,1.8,39.9160411303517,174.03,130.08,70.93,0.76,500.69,1.0,5.0,21.12,974.31,2,0,False,False,False,True,False,False,False,True,False,False
53,47.64,1.6,18.61,18.609375,16.67976815105188,2.31,39.693758452838885,170.93,155.46,55.06,1.2,864.72,2.01,5.02,23.84,554.28,2,1,True,False,False,True,False,False,True,False,False,False
49,46.51,1.71,15.91,15.905748777401596,20.194105239319416,2.59,37.11772165319254,169.39,120.63,72.13,1.4,1345.12,2.01,4.99,24.94,161.8800000000001,2,2,False,False,False,False,False,False,False,True,False,False
57,58.26,1.66,21.14,21.14240092901728,23.622777919350675,2.9,44.497369584186295,172.42,161.32,60.09,1.2,1186.92,1.0,3.99,18.83,315.0799999999999,2,0,True,False,True,False,True,False,False,False,False,False
53,74.92,1.61,28.9,28.9032058948343,29.590767081440585,2.49,52.75059730258472,179.8,155.18,52.17,1.41,1352.47,1.99,4.99,24.03,578.53,0,3,False,False,False,False,False,False,False,True,False,False
32,78.65,1.62,29.97,29.96875476299344,31.06140407623089,3.11,54.22020569404441,195.53,124.61,69.09,1.28,1128.45,1.02,5.02,18.1,1015.55,0,1,True,False,False,False,False,False,True,False,False,False
31,96.87,1.96,25.22,25.216055810079137,26.73853175104388,3.4,70.9683842927638,189.14,136.91,50.13,1.36,1304.51,1.99,5.0,19.02,1401.49,1,3,False,False,False,False,True,False,False,False,False,False
33,68.22,1.5,30.32,30.32,31.97813193402136,2.07,46.40451839461063,192.07,131.99,60.96,1.37,1480.83,2.01,4.0,15.95,575.1700000000001,2,1,False,False,True,False,False,False,False,True,False,False
43,77.64,1.79,24.23,24.231453450266848,27.54450044617193,2.2,56.25444985359211,198.28,165.3,52.93,1.42,1718.2,1.0,5.0,17.99,403.8,1,3,False,True,False,False,True,False,False,False,False,False
57,109.01,1.91,29.88,29.881308078177685,29.18524855765056,2.21,77.19516054730512,197.74,155.73,55.72,1.49,1071.01,1.98,5.01,16.01,1820.99,2,2,True,False,False,True,False,False,False,False,True,False
41,78.44,1.72,26.51,26.514332071389944,27.58452128696828,3.11,56.80270150250208,171.94,131.54,62.09,1.01,727.2,2.0,5.01,15.97,1489.8,2,2,True,False,False,True,False,False,False,False,False,False
50,48.33,1.77,15.43,15.426601551278369,21.74336504347135,3.51,37.82143167449029,199.09,155.18,74.09,1.47,970.2,1.0,3.99,16.18,579.8,0,0,False,False,False,True,False,False,False,False,True,False
32,47.0,1.5,20.89,20.88888888888889,21.033111727987308,1.71,37.11443748784597,188.98,144.13,61.96,0.91,1101.1,1.0,5.0,21.05,357.9000000000001,0,0,True,True,False,False,False,False,False,False,False,False
28,55.89,1.61,21.56,21.561668145519075,27.78666191746904,2.3,40.36003465432656,177.08,127.91,50.99,1.42,1407.08,1.01,4.0,22.0,285.9200000000001,1,3,True,False,True,False,True,False,False,False,False,False
49,79.42,1.72,26.85,26.84559221200649,31.41869674171039,3.28,54.46727104773361,194.2,128.16,68.98,1.46,1768.21,1.01,5.01,22.1,367.79,2,3,True,True,False,False,False,False,False,True,False,False
55,59.0,1.56,24.24,24.243918474687703,27.308505641307622,2.58,42.8879816716285,182.34,155.06,57.25,1.26,907.2,2.0,2.99,10.09,881.8,1,0,True,False,False,True,True,False,False,False,False,False
19,82.89,1.96,21.58,21.576947105372764,26.63281565755547,3.51,60.81405910145227,174.05,169.03,61.88,1.89,1471.93,2.98,3.99,24.03,836.0699999999999,0,2,True,False,False,True,False,True,False,False,False,False
51,68.33,1.63,25.72,25.71794196243743,26.187117705002688,2.41,50.43634247217167,179.22,148.39,67.15,1.16,765.6,1.0,4.01,15.06,1446.4,2,1,True,False,False,True,False,False,False,True,False,False
33,64.67,1.71,22.12,22.116206696077427,24.812449561645675,2.51,48.62378886848374,171.96,134.74,73.97,1.18,850.31,2.01,4.0,24.0,911.69,0,3,True,False,False,True,False,False,False,False,False,True
18,73.1,1.79,22.81,22.814518897662367,25.30525843115876,1.6,54.60185608682294,177.33,125.31,60.97,0.81,980.99,1.01,3.99,24.95,1119.01,2,0,True,True,False,False,False,False,False,False,False,False
55,50.33,1.7,17.42,17.41522491349481,18.524989411229857,2.3,41.006372829328015,175.16,145.69,57.87,1.29,852.17,1.01,4.98,19.97,582.83,0,0,False,False,False,True,False,False,False,False,False,True
56,95.81,1.74,31.65,31.64552781080724,31.78970504172983,2.78,65.35228359951864,199.53,143.59,53.95,1.21,1599.86,2.02,3.99,15.97,1014.14,2,1,True,True,False,False,False,False,False,False,True,False
28,78.21,1.63,29.44,29.436561406150023,33.08846174158116,1.81,52.33151407190937,184.91,153.82,58.9,1.1,792.0,2.0,4.0,23.94,1342.0,2,0,False,False,False,True,False,False,False,False,True,False
28,86.71,1.62,33.04,33.03993293705227,32.16703488630156,3.49,58.81796405008792,174.44,122.36,55.08,1.51,2157.64,2.99,5.0,22.98,274.3600000000001,1,0,True,True,False,False,True,False,False,False,False,False
33,92.54,1.76,29.87,29.874741735537192,32.209487301688604,3.5,62.733340451017376,175.38,142.99,72.99,0.74,487.51,1.0,4.98,20.88,1923.49,0,2,False,False,False,True,False,False,False,True,False,False
57,58.56,1.66,21.25,21.251270140804184,24.99262606035727,2.9,43.92431817905479,172.04,160.93,59.78,1.21,1465.43,1.01,4.04,19.05,27.569999999999936,0,0,True,True,False,False,False,False,False,False,False,True
21,51.27,1.59,20.28,20.28005221312448,24.22606263655617,1.79,38.849297686237655,196.77,138.91,66.05,1.26,1207.58,1.98,5.01,22.04,79.42000000000007,2,0,True,False,False,False,False,False,False,True,False,False
42,66.51,1.83,19.86,19.86025262026337,24.470905263336192,2.38,50.2344009093551,177.56,136.37,58.96,1.11,1200.8,2.02,4.99,20.88,679.2,0,1,True,False,True,False,False,False,True,False,False,False
